"","ID","enumerator","date","district","sub","trader.q3","trader.q4","trader.q5","trader.q6","trader.q7","trader.q8","trader.q9","trader.q10","trader.q11","trader.q12","trader.q14","trader.q16","trader.q17","trader.q18.Bongo","trader.q18.Ghee","trader.q18.Other","trader.q19","trader.q20","trader.q21","trader.q22","trader.q23","trader.q24","trader.q25","trader.q26","trader.q27","trader.q28","trader.q29","trader.q30","trader.q31","trader.q33","trader.q35","trader.q36","trader.q37","trader.q38","trader.q39","trader.q40","trader.q41","trader.q42","trader.q43","trader.q44","trader.q45","trader.q46","trader.q47","trader.q48","trader.q49","trader.q50","trader.q51","trader.q52","trader.q53","trader.q54","trader.q55","trader.q56","trader.q57","trader.q58","trader.q59","trader.q60.1","trader.q60.2","trader.q60.3","trader.q60.4","trader.q60.5","trader.q60.96","trader.q61","trader.q62","trader.q63","trader.q64","trader.q65","trader.q66","trader.q67","trader.q68","trader.q69","trader.q70","trader.q71","trader.q72","trader.q73","trader.q74","trader.q75","trader.q76","trader.q77","trader.q78","trader.q80","trader.q81","trader.q82","trader.q83","trader.q83b","trader.q84","trader.q85","trader.q85b","trader.q86","trader.q87","trader.q88","trader.q89","trader.q91","trader.q92","trader.q93","trader.q94","trader.q95","trader.q96","trader.q97","trader.q98","trader.q99.1","trader.q99.2","trader.q99.3","trader.q99.4","trader.q100","trader.q101","trader.q102","trader.q103","shed"
"34","T_34","EN_6","12/8/2018","KIRUHURA","KAZO TOWN COUNCIL",24,"Male",2,"Yes","n/a",1,1,2,"KIRUHURA","KAZO TOWN COUNCIL",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",30,4,8,"3","2","3","2","No","No",1000,1,7,1000,0,4,196,0,0,0,0,0,450,1,8,130,0,5,125,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,0,1,0,1,1,0,3,"Yes",200,3,3,"Yes","Yes","Yes","07:47:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","TRUE","No","n/a","n/a","n/a","SW"
"35","T_35","EN_6","12/8/2018","KIRUHURA","KAZO TOWN COUNCIL",30,"Male",3,"Yes","n/a",5,1,3,"KIRUHURA","KAZO",1,3,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",40,3,1,"2","2","3","2","No","No",1000,1,15,200,0,0,200,0,0,0,0,4,400,1,23,400,0,0,400,0,0,0,0,4,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,0,1,0,3,1,1,3,"Yes",200,3,3,"Yes","Yes","Yes","09:18:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","TRUE","TRUE","FALSE","No","n/a","n/a","n/a","SW"
"36","T_36","EN_6","12/8/2018","KIRUHURA","KAZO TOWN COUNCIL",36,"Male",6,"Yes","n/a",6,1,2,"KIRUHURA","KAZO",1,2,"No","n/a","n/a","n/a","Yes","20","1/1/2018","1/1/2018",30,10,10,"n/a","2","3","3","No","No",999,96,999,999,0,0,0,0,0,0,0,0,400,1,10,20,0,0,20,0,0,0,0,5,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,2,1,0,2,1,0,3,"Yes",200,3,1,"Yes","Yes","Yes","09:35:00.000+03","1","4","2","n/a","n/a","n/a","n/a","n/a","200","20","9.5","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","No","n/a","n/a","n/a","SW"
"37","T_37","EN_4","12/8/2018","KIRUHURA","KAZO TOWN COUNCIL",15,"Male",2,"No","4",6,1,2,"KIRUHURA","KAZO",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,5,5,"n/a","2","1","3","No","No",700,1,1,5,0,0,0,0,5,0,0,0,400,1,1,20,0,0,0,0,20,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,2,1,1,1,2,2,2,"n/a",20,6,1,"Yes","Yes","Yes","09:30:00.000+03","1","4","2","n/a","n/a","n/a","n/a","n/a","100","20","4","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","SW"
"38","T_38","EN_4","12/8/2018","KIRUHURA","KAZO",24,"Male",4,"No","3",7,1,2,"KIRUHURA","KAZO",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2018","1/1/2018",100,4,3,"3","n/a","3","3","No","No",999,96,999,999,999,999,999,999,999,999,999,999,550,1,8,345,0,0,8,0,345,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,1,0,0,1,0,1,1,0,3,"No",120,6,1,"Yes","Yes","Yes","08:00:00.000+03","n/a","n/a","n/a","1","1","4","1","1","n/a","n/a","n/a","n/a","200","200","6","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","SW"
"39","T_39","EN_11","12/8/2018","KIRUHURA","KAZO",58,"Male",2,"No","4",7,1,2,"KIRUHURA","KAZO",3,2,"No","n/a","n/a","n/a","No","n/a","1/1/1998","1/1/1998",40,9,3,"n/a","2","3","2","Yes","Yes",1200,1,1,150,0,0,150,0,0,0,0,0,600,1,1,250,0,0,250,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,1,0,0,0,1,0,1,0,2,"n/a",70,3,20,"Yes","Yes","Yes","08:00:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","50","250","6","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","SW"
"40","T_40","EN_2","12/8/2018","KIRUHURA","KAZO",38,"Male",1,"No","4",3,96,2,"KIRUHURA","KAZO",96,2,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",30,2,0,"n/a","2","1","1","No","Yes",800,1,1,150,0,0,100,0,0,0,0,5,400,1,1,50,0,0,60,0,0,0,0,5,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,0,0,0,0,1,0,0,3,2,"n/a",50,1,2,"Yes","Yes","Yes","07:00:00.000+03","96","5","1","n/a","n/a","n/a","n/a","n/a","100","160","1","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","SW"
"41","T_41","EN_2","12/8/2018","KIRUHURA","KAZO",27,"Male",4,"No","4",3,96,2,"KIRUHURA","KAZO",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2014","1/1/2014",50,4,10,"n/a","2","1","1","No","Yes",550,1,20,800,0,0,200,0,0,0,0,0,600,1,10,800,0,0,500,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,0,0,1,1,0,1,1,2,3,"No",210,1,4,"Yes","Yes","Yes","07:00:00.000+03","96","4","1","n/a","n/a","n/a","n/a","n/a","100","500","8","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","Yes","2500000","No","Buying house hold equipments  eg solar","SW"
"42","T_42","EN_3","12/8/2018","KIRUHURA","KAZO",18,"Male",2,"No","4",6,1,2,"KIRUHURA","KAZO",96,2,"Yes","FALSE","TRUE","FALSE","Yes","60","1/1/2016","1/1/2018",60,15,10,"n/a","2","2","2","No","No",1300,1,1,1000,0,0,0,100,0,0,0,3,500,1,1,400,0,0,0,400,0,0,0,5,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",6,0,0,2,1,0,0,2,0,3,"No",150,1,1,"Yes","Yes","Yes","11:00:00.000+03","1","4","2","n/a","n/a","n/a","n/a","n/a","80","300","10","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","SW"
"43","T_43","EN_3","12/8/2018","KIRUHURA","KAZO",31,"Male",3,"Yes","n/a",3,3,2,"KIRUHURA","KAZO",2,3,"No","n/a","n/a","n/a","Yes","90","1/1/2002","1/1/2002",80,6,5,"3","3","3","3","Yes","Yes",1200,1,25,700,0,0,0,700,0,0,0,2,500,1,25,1200,0,0,0,1200,0,0,0,2,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",10,0,0,0,0,0,1,1,1,4,"n/a",300,1,7,"Yes","Yes","Yes","11:00:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","TRUE","TRUE","FALSE","Yes","1000000","Yes","Buying milk","SW"
"44","T_44","EN_11","12/8/2018","KIRUHURA","KAZO",48,"Male",2,"No","4",8,1,2,"KIRUHURA","KAZO",3,2,"No","n/a","n/a","n/a","No","n/a","1/1/2013","1/1/2013",80,3,1,"n/a","2","1","3","No","Yes",1000,1,1,100,0,0,100,0,0,0,0,0,500,1,1,300,0,0,300,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,0,0,3,0,1,1,2,0,2,"n/a",100,3,5,"Yes","Yes","Yes","08:00:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","40","100","2","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","SW"
"45","T_45","EN_11","12/8/2018","KIRUHURA","KAZO",33,"Male",2,"No","4",4,1,2,"KIRUHURA","KAZO",3,2,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",50,3,2,"n/a","1","1","3","No","Yes",1100,1,5,150,0,0,150,0,0,0,0,0,500,1,6,250,0,0,250,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,0,1,0,1,0,0,3,"No",100,3,3,"Yes","Yes","Yes","10:00:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","20","250","4","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","SW"
"46","T_46","EN_11","12/8/2018","KIRUHURA","KAZO",35,"Male",2,"No","4",6,3,2,"KIRUHURA","KAZO",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",80,10,6,"2","n/a","1","3","No","Yes",1200,1,5,100,0,0,100,0,0,0,0,0,600,1,5,200,0,0,200,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,0,0,2,0,1,0,1,0,2,"n/a",100,3,3,"Yes","Yes","Yes","09:00:00.000+03","n/a","n/a","n/a","1","1","4","1","1","n/a","n/a","n/a","n/a","50","200","3","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","SW"
"47","T_47","EN_11","12/8/2018","KIRUHURA","KAZO",30,"Male",2,"No","1",5,3,2,"KIRUHURA","KAZO",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",50,4,2,"2","n/a","1","3","No","No",1200,1,10,80,0,0,80,0,0,0,0,0,750,1,10,200,0,0,200,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,1,0,1,1,2,0,2,"n/a",100,3,1,"Yes","Yes","Yes","10:00:00.000+03","n/a","n/a","n/a","1","1","4","1","1","n/a","n/a","n/a","n/a","50","200","5","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","FALSE","No","n/a","n/a","n/a","SW"
"48","T_48","EN_11","12/8/2018","KIRUHURA","KAZO",20,"Male",2,"No","4",5,2,2,"KIRUHURA","KAZO",2,2,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",60,5,6,"n/a","2","1","3","No","No",1100,1,12,350,0,0,200,150,0,0,0,0,500,1,12,600,0,0,500,100,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,0,1,0,1,1,0,3,"No",120,3,2,"Yes","Yes","Yes","10:00:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","50","120","3","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","SW"
"49","T_49","EN_11","12/8/2018","KIRUHURA","KAZO",25,"Male",2,"No","4",8,1,2,"KIRUHURA","KAZO",3,2,"No","n/a","n/a","n/a","No","n/a","1/1/2010","1/1/2010",70,2,2,"n/a","2","1","3","No","No",1200,1,1,100,0,0,100,0,0,0,0,0,600,1,1,190,0,0,190,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,0,0,4,0,1,1,2,0,2,"n/a",90,3,8,"Yes","Yes","Yes","09:30:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","50","190","4","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","SW"
"50","T_50","EN_8","12/8/2018","KIRUHURA","KAZO",25,"Male",3,"Yes","n/a",20,3,2,"KIRUHURA","KAZO",3,2,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2015",80,10,1,"n/a","3","3","3","Yes","Yes",1000,4,1,850,0,0,850,0,0,0,0,0,500,4,1,1000,0,0,1000,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,2,0,0,1,0,1,1,1,3,"Yes",160,6,3,"Yes","Yes","Yes","07:00:00.000+03","1","4","3","n/a","n/a","n/a","n/a","n/a","12","850","30","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","TRUE","FALSE","FALSE","No","n/a","n/a","n/a","SW"
"51","T_51","EN_8","12/8/2018","KIRUHURA","KAZO",38,"Male",3,"Yes","n/a",5,3,2,"KIRUHURA","KAZO",2,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",80,2,1,"n/a","3","3","3","Yes","No",1000,1,1,400,0,0,400,0,0,0,0,0,500,1,1,800,0,0,800,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,1,0,2,1,0,1,2,1,3,"No",200,3,1.5,"Yes","Yes","Yes","07:00:00.000+03","1","4","3","n/a","n/a","n/a","n/a","n/a","10","800","3","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","SW"
"52","T_52","EN_8","12/8/2018","KIRUHURA","KAZO",21,"Male",3,"No","3",7,1,2,"KIRUHURA","KAZO",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",70,2,3,"n/a","2","2","3","No","No",1200,1,1,7,0,0,0,0,7,0,0,0,500,1,1,10,0,0,0,0,10,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,2,0,1,1,0,1,2,"n/a",10,6,1,"Yes","Yes","Yes","08:00:00.000+03","1","4","3","n/a","n/a","n/a","n/a","n/a","10","10","4","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","TRUE","FALSE","Yes","50000","No","Bought  a goat","SW"
"53","T_53","EN_8","12/8/2018","KIRUHURA","KAZO",25,"Male",2,"No","3",8,1,2,"KIRUHURA","KAZO",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2016","1/1/2016",40,5,9,"2","n/a","3","1","No","No",1200,1,1,100,0,0,0,0,100,0,0,0,500,1,1,100,0,0,0,0,100,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,1,1,1,1,1,1,3,"Yes",250,6,2,"Yes","Yes","Yes","08:00:00.000+03","n/a","n/a","n/a","1","1","4","3","3","n/a","n/a","n/a","n/a","100","100","6","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","SW"
"54","T_54","EN_8","12/8/2018","KIRUHURA","KAZO",22,"Male",4,"Yes","n/a",4,1,2,"KIRUHURA","KAYANGA",3,2,"No","n/a","n/a","n/a","No","n/a","1/1/2013","1/1/2013",80,5,4,"n/a","2","2","3","Yes","Yes",1300,1,1,500,0,0,500,0,0,0,0,0,500,1,1,800,0,0,200,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,2,1,0,1,0,1,3,"Yes",180,3,3,"Yes","Yes","Yes","05:45:00.000+03","1","4","3","n/a","n/a","n/a","n/a","n/a","10","800","9","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","SW"
"55","T_55","EN_7","12/8/2018","KIRUHURA","KAZO",23,"Male",3,"Yes","n/a",3,1,2,"KIRUHURA","KAZO",96,2,"No","n/a","n/a","n/a","No","n/a","1/1/2013","1/1/2013",50,6,3,"n/a","2","1","1","No","No",1000,3,1,300,0,0,0,200,0,0,0,0,500,3,1,500,0,0,0,500,0,0,0,0,1,"2","TRUE","FALSE","FALSE","FALSE","FALSE","FALSE",2,0,0,0,1,0,1,0,1,3,"Yes",200,1,5,"Yes","Yes","Yes","08:02:00.000+03","1","4","3","n/a","n/a","n/a","n/a","n/a","15","200","10","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","SW"
"56","T_56","EN_7","12/8/2018","KIRUHURA","KAZO",26,"Male",3,"Yes","n/a",8,1,2,"KIRUHURA","KAZO",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2012","1/1/2012",30,2,0,"2","n/a","1","1","No","No",1100,1,60,900,0,0,0,200,0,0,0,0,500,1,70,2500,0,0,0,1000,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",10,1,0,0,1,1,1,1,2,4,"n/a",300,1,6,"Yes","Yes","Yes","08:18:00.000+03","n/a","n/a","n/a","1","1","4","3","3","n/a","n/a","n/a","n/a","50","250","12","Yes","2","Yes","Yes","Yes","FALSE","TRUE","FALSE","FALSE","Yes","5000000","Yes","Buying truck","SW"
"57","T_57","EN_7","12/8/2018","KIRUHURA","KAZO",32,"Male",3,"Yes","n/a",6,1,2,"KIRUHURA","KAZO",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",40,13,5,"3","n/a","3","3","No","No",800,1,13,200,0,0,0,200,0,0,0,0,500,1,13,500,0,0,0,500,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",2,0,0,1,1,0,1,1,1,3,"Yes",200,1,1,"Yes","Yes","Yes","07:08:00.000+03","n/a","n/a","n/a","1","1","4","3","3","n/a","n/a","n/a","n/a","50","250","10","Yes","2","Yes","Yes","Yes","FALSE","TRUE","TRUE","FALSE","No","n/a","n/a","n/a","SW"
"58","T_58","EN_7","12/8/2018","KIRUHURA","KAZO",30,"Male",6,"Yes","n/a",10,1,2,"KIRUHURA","KAZO",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",40,5,10,"3","n/a","3","2","Yes","No",700,1,20,500,0,0,0,200,0,0,0,0,500,1,20,1000,0,0,0,1000,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",10,1,0,0,1,1,1,1,1,4,"n/a",300,1,1,"Yes","Yes","Yes","07:00:00.000+03","n/a","n/a","n/a","1","1","4","3","3","n/a","n/a","n/a","n/a","100","250","25","Yes","2","Yes","Yes","Yes","FALSE","TRUE","FALSE","FALSE","Yes","5000000","Yes","Water dan construction","SW"
"59","T_59","EN_4","12/2/2018","KIRUHURA","SANGA",20,"Male",2,"No","3",7,1,2,"KIRUHURA","KIKATSI",1,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",100,20,30,"n/a","2","2","2","No","No",1000,1,1,100,0,0,0,100,0,0,0,0,450,1,1,200,0,0,0,200,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,2,0,0,0,1,0,1,0,2,"n/a",100,1,2,"Yes","Yes","Yes","07:30:00.000+02","1","4","1","n/a","n/a","n/a","n/a","n/a","20","100","2.5","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","SW"
"60","T_60","EN_11","12/2/2018","KIRUHURA","KANADYERU",40,"Male",2,"Yes","n/a",9,2,2,"KIRUHURA","KANADYERU",2,2,"No","n/a","n/a","n/a","No","n/a","1/1/2007","1/1/2007",70,3,5,"n/a","1","3","2","Yes","Yes",1000,1,1,350,0,0,0,0,0,0,0,0,500,1,21,500,0,0,0,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",10,0,0,0,1,0,1,4,0,3,"No",200,1,2,"Yes","Yes","Yes","10:30:00.000+03","1","4","1","n/a","n/a","n/a","n/a","n/a","200","500","15","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","TRUE","FALSE","FALSE","Yes","4000000","Yes","Buy more litres","SW"
"61","T_61","EN_11","12/2/2018","KIRUHURA","NYABUSHOZI",26,"Male",4,"No","4",4,1,7,"KIRUHURA","NYABUSHOZI",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",70,2,2,"2","n/a","1","2","No","No",1200,1,36,120,0,0,0,0,0,0,0,0,400,1,36,300,0,0,0,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,0,0,2,1,0,1,1,1,3,"Yes",200,1,1,"Yes","Yes","Yes","09:00:00.000+03","n/a","n/a","n/a","1","1","4","1","1","n/a","n/a","n/a","n/a","150","62","3","Yes","1","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","SW"
"62","T_62","EN_4","12/2/2018","KIRUHURA","SANGA",30,"Male",2,"Yes","n/a",6,3,2,"KIRUHURA","SANGA",1,1,"No","n/a","n/a","n/a","Yes","40","1/1/2005","1/1/2010",40,7,3,"3","n/a","3","3","No","Yes",1100,1,10,70,0,0,0,70,0,0,0,0,500,1,10,140,0,0,0,140,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",0,0,0,0,1,1,1,0,0,3,"No",200,1,7,"Yes","Yes","Yes","08:30:00.000+02","n/a","n/a","n/a","1","1","4","1","1","n/a","n/a","n/a","n/a","100","120","6","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","SW"
"63","T_63","EN_5","12/2/2018","KIRUHURA","SANGA",32,"Male",3,"Yes","n/a",4,1,2,"KIRUHURA","SANGA",2,2,"No","n/a","n/a","n/a","No","n/a","1/1/2017","1/1/2017",60,10,15,"n/a","1","1","1","No","No",1000,1,8,350,170,0,200,0,0,0,0,0,600,1,6,270,0,0,0,0,350,0,0,999,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,0,0,3,1,0,2,1,1,3,"Yes",240,4,1,"Yes","Yes","Yes","09:00:00.000+03","1","4","2","n/a","n/a","n/a","n/a","n/a","20","370","2","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","SW"
"64","T_64","EN_5","12/2/2018","KIRUHURA","SANGA",999,"Male",2,"No","3",3,1,2,"KIRUHURA","SANGA",3,1,"No","n/a","n/a","n/a","No","n/a","1/1/2011","1/1/2011",40,1,4,"2","n/a","2","2","Yes","Yes",600,1,1,10,0,0,20,0,0,0,0,0,1000,1,1,40,0,0,40,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",1,1,0,1,0,1,0,1,1,2,"n/a",80,3,8,"Yes","Yes","Yes","10:30:00.000+03","n/a","n/a","n/a","1","1","4","3","3","n/a","n/a","n/a","n/a","200","40","0.5","Yes","2","Yes","Yes","Yes","TRUE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","SW"
"65","T_65","EN_5","12/2/2018","KIRUHURA","SANGA",24,"Male",2,"No","3",1,3,2,"MBARARA","RUBINDI",2,2,"No","n/a","n/a","n/a","No","n/a","1/1/2015","1/1/2014",50,20,30,"n/a","1","3","3","Yes","Yes",1200,1,16,300,0,0,200,0,0,0,0,0,800,1,16,600,0,0,400,0,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,0,0,0,1,0,1,1,1,3,"Yes",200,4,1,"Yes","Yes","Yes","11:46:00.000+03","1","4","2","n/a","n/a","n/a","n/a","n/a","100","550","2","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","TRUE","FALSE","TRUE","TRUE","No","n/a","n/a","n/a","SW"
"66","T_66","EN_9","12/2/2018","MBARARA","BIHARWE",40,"Male",6,"Yes","n/a",5,1,2,"MBARARA","RUBAYA",1,1,"No","n/a","n/a","n/a","No","n/a","1/1/2014","1/1/2014",70,10,4,"2","n/a","3","3","Yes","Yes",700,1,6,100,0,0,100,0,0,0,0,0,400,1,4,250,0,0,250,0,0,0,0,5,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,1,0,0,1,0,0,1,1,3,"Yes",200,3,4,"Yes","Yes","No","07:37:00.000+03","n/a","n/a","n/a","1","1","4","3","3","n/a","n/a","n/a","n/a","200","150","12","Yes","2","Yes","Yes","Yes","TRUE","TRUE","FALSE","FALSE","No","n/a","n/a","n/a","SW"
"67","T_67","EN_9","12/2/2018","MBARARA","BIHARWE",47,"Male",3,"Yes","n/a",6,1,2,"MBARARA","BIHARWE",3,2,"No","n/a","n/a","n/a","Yes","80","1/1/2003","1/1/2007",40,6,1,"n/a","3","2","3","No","Yes",1100,1,3,60,0,0,60,0,0,0,0,0,600,1,1,150,0,0,150,0,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",3,1,0,0,0,1,1,0,1,2,"n/a",170,3,11,"No","n/a","n/a","10:00:00.000+03","1","5","1","n/a","n/a","n/a","n/a","n/a","20","150","6.5","Seller","n/a","n/a","n/a","Yes","2","Yes","Yes","No","n/a","n/a","n/a","n/a","No","n/a","n/a","n/a","SW"
"68","T_68","EN_9","12/2/2018","MBARARA","BIHARWE",28,"Male",3,"Yes","n/a",4,1,2,"MBARARA","KASHARI",1,3,"No","n/a","n/a","n/a","Yes","60","1/1/2007","1/1/2009",20,4,2,"2","2","1","3","No","Yes",1200,1,6,300,0,0,200,100,0,0,0,0,500,1,6,600,100,0,300,200,0,0,0,0,2,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,1,0,0,1,0,1,0,1,3,"No",250,3,9,"Yes","Yes","No","21:30:00.000+03","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","n/a","Yes","2","Yes","Yes","Yes","FALSE","FALSE","FALSE","TRUE","No","n/a","n/a","n/a","SW"
"69","T_69","EN_4","12/2/2018","KIRUHURA","SANGA",32,"Male",4,"Yes","n/a",4,1,2,"MBARARA","RUBAYA",1,1,"No","n/a","n/a","n/a","Yes","70","1/1/1993","1/1/1993",100,4,1,"3","n/a","3","3","Yes","No",700,1,20,700,0,0,0,200,0,0,0,0,500,1,20,800,0,0,0,700,0,0,0,0,3,"n/a","n/a","n/a","n/a","n/a","n/a","n/a",4,0,0,0,2,1,1,0,0,3,"No",150,1,6,"Yes","Yes","Yes","09:00:00.000+02","n/a","n/a","n/a","1","1","4","1","1","n/a","n/a","n/a","n/a","100","150","5","Yes","2","Yes","Yes","Yes","FALSE","TRUE","FALSE","FALSE","No","n/a","n/a","n/a","SW"
